,CustomerNo,TotalQuantity,TotalMoney,Clusters
1007,14591.0,1297.0,8962.13,2
1008,13995.0,885.0,8436.83,2
1009,18130.0,824.0,8323.66,2
1010,17767.0,218.0,2032.7,0
1011,15725.0,221.0,1400.39,0
1012,13207.0,130.0,1299.34,0
1013,14277.0,1982.0,18928.86,1
1014,17096.0,339.0,3916.75,0
1015,17345.0,346.0,3198.59,0
1016,12937.0,1327.0,12564.55,2
1017,17247.0,106.0,678.79,0
1018,13719.0,1278.0,14928.81,1
1019,18184.0,60.0,371.4,0
1020,15953.0,892.0,10302.76,2
1022,14805.0,115.0,1462.58,0
1023,16616.0,370.0,2961.12,0
1024,16566.0,370.0,3938.82,0
1025,18161.0,812.0,8433.35,2
1026,18188.0,1168.0,12191.2,2
1027,17516.0,466.0,5246.25,0
1028,15428.0,102.0,631.38,0
1029,16570.0,2112.0,22669.24,1
1030,17727.0,645.0,4227.45,0
1031,17323.0,772.0,8058.05,2
1032,16668.0,405.0,4545.6,0
1033,14756.0,439.0,3066.0,0
1034,12452.0,181.0,1115.05,0
1035,15814.0,1271.0,13555.11,2
1036,15949.0,284.0,2682.84,0
1037,14912.0,971.0,8311.52,2
1038,14020.0,441.0,4074.11,0
1039,14790.0,699.0,6867.64,2
1041,16185.0,260.0,2626.45,0
1042,14334.0,1731.0,19726.59,1
1043,16900.0,832.0,8961.65,2
1044,13502.0,264.0,2312.3,0
1045,14205.0,305.0,3479.76,0
1046,13742.0,1124.0,13886.38,2
1047,14149.0,1225.0,9331.08,2
1048,16020.0,487.0,4467.22,0
1049,17685.0,1956.0,21712.83,1
1050,14336.0,1759.0,16265.33,1
1051,17700.0,1266.0,13158.74,2
1052,16066.0,1302.0,15019.99,1
1053,17135.0,1228.0,13136.19,2
1055,13650.0,922.0,9847.57,2
1056,13448.0,1660.0,17687.24,1
1058,14581.0,217.0,1342.48,0
1059,16255.0,1767.0,19103.75,1
1060,16660.0,565.0,4904.2,0
1061,15901.0,377.0,3879.56,0
1062,16079.0,864.0,8771.5,2
1063,14744.0,626.0,4801.26,0
1064,17809.0,2057.0,25247.54,1
1065,14675.0,341.0,2192.09,0
1066,17469.0,787.0,6751.38,2
1067,17422.0,2253.0,22767.13,1
1069,13899.0,156.0,1802.62,0
1070,17463.0,1095.0,12185.75,2
1071,14335.0,379.0,4096.7,0
1072,15916.0,770.0,8681.02,2
1073,14099.0,2177.0,24958.73,1
1075,18084.0,312.0,1912.56,0
1076,13644.0,2067.0,21144.07,1
1077,13174.0,1673.0,18855.12,1
1078,16653.0,733.0,8435.64,2
1080,17034.0,409.0,3835.81,0
1081,16057.0,863.0,9276.2,2
1083,13831.0,745.0,9101.84,2
1084,17410.0,616.0,6855.93,2
1085,15253.0,869.0,8574.07,2
1086,13350.0,285.0,2992.74,0
1087,17725.0,2162.0,24733.0,1
1088,15398.0,769.0,6611.06,2
1089,15393.0,150.0,1496.12,0
1090,12948.0,1080.0,11880.64,2
1091,15743.0,216.0,2634.6,0
1092,16343.0,195.0,1330.51,0
1093,17500.0,118.0,2472.48,0
1094,16844.0,1242.0,18559.23,1
1096,12067.0,1084.0,14293.33,1
1098,13569.0,165.0,2011.51,0
1099,12920.0,187.0,2156.01,0
1100,17659.0,1525.0,18401.59,1
1102,17371.0,433.0,5646.26,0
1104,17073.0,758.0,9187.94,2
1105,16633.0,1137.0,14592.98,1
1106,12586.0,79.0,1011.43,0
1107,15699.0,113.0,687.41,0
1108,13403.0,44.0,269.72,0
1109,16311.0,394.0,3656.0,0
1110,16956.0,114.0,686.34,0
1111,14297.0,865.0,7641.87,2
1112,15106.0,1181.0,12643.54,2
1114,13456.0,764.0,8572.27,2
1115,16107.0,1176.0,14044.04,2
1116,15845.0,1926.0,22474.25,1
1117,17453.0,221.0,2414.67,0
1118,17600.0,144.0,1049.76,0
1119,16748.0,880.0,6830.34,2
1121,14834.0,734.0,8455.36,2
1122,17324.0,844.0,9448.68,2
1123,13247.0,328.0,3792.29,0
1124,16532.0,2016.0,23243.52,1
1125,13681.0,465.0,5673.52,0
1126,16128.0,997.0,11558.51,2
1127,13499.0,1667.0,17528.56,1
1128,16365.0,504.0,6079.28,2
1129,16655.0,2367.0,27330.17,1
1131,14515.0,1134.0,12705.41,2
1132,14424.0,52.0,867.12,0
1133,15497.0,707.0,8779.07,2
1134,17075.0,292.0,3699.63,0
1135,16330.0,147.0,1764.76,0
1136,15116.0,648.0,8027.57,2
1137,17155.0,242.0,2738.39,0
1138,16985.0,1832.0,24316.49,1
1139,13363.0,708.0,8171.7,2
1140,14657.0,466.0,5645.33,0
1141,14467.0,278.0,3462.77,0
1142,15971.0,1716.0,18126.02,1
1144,14768.0,179.0,2504.35,0
1145,17360.0,335.0,4003.0,0
1146,14506.0,736.0,9553.18,2
1148,15977.0,1016.0,11495.13,2
1149,12656.0,1699.0,17396.7,1
1151,13037.0,461.0,5146.86,0
1152,13322.0,161.0,2023.58,0
1154,17297.0,67.0,821.81,0
1155,13986.0,430.0,4735.76,0
1156,16164.0,433.0,5218.68,0
1157,18249.0,128.0,1409.32,0
1158,13238.0,466.0,4514.23,0
1159,14066.0,81.0,1009.27,0
1161,17759.0,707.0,8101.02,2
1162,15634.0,99.0,1264.23,0
1163,12775.0,870.0,10229.43,2
1164,12465.0,475.0,5567.22,0
1165,17519.0,1236.0,14558.74,1
1166,15965.0,453.0,5203.78,0
1167,12483.0,1094.0,12931.64,2
1168,16261.0,306.0,3901.63,0
1169,12936.0,600.0,7316.46,2
1170,12349.0,630.0,7951.1,2
1171,13768.0,1197.0,16127.5,1
1172,14198.0,290.0,3691.02,0
1173,15115.0,157.0,1957.74,0
1174,17253.0,43.0,611.51,0
1175,15567.0,223.0,2476.51,0
1176,13282.0,307.0,4125.26,0
1177,13430.0,751.0,8393.26,2
1178,12462.0,527.0,6362.73,2
1179,12658.0,311.0,3709.7,0
1180,12795.0,64.0,982.32,0
1181,14587.0,761.0,9052.66,2
1182,12904.0,302.0,3617.78,0
1183,12504.0,87.0,1330.34,0
1184,14449.0,757.0,8466.78,2
1185,15527.0,992.0,11221.13,2
1186,16369.0,1031.0,12046.15,2
1187,13246.0,1602.0,17968.07,1
1188,15676.0,2356.0,27668.21,1
1189,18080.0,642.0,7841.16,2
1191,14447.0,571.0,6327.98,2
1192,16139.0,330.0,4033.16,0
1193,14300.0,70.0,830.16,0
1194,13823.0,439.0,5480.74,0
1195,14883.0,951.0,11107.79,2
1196,13189.0,842.0,8897.2,2
1197,17227.0,741.0,8379.13,2
1198,17664.0,604.0,6748.3,2
1199,15645.0,255.0,3125.07,0
1200,16406.0,627.0,7746.36,2
1201,13971.0,1844.0,20567.21,1
1202,13673.0,119.0,1626.42,0
1203,15857.0,308.0,3460.72,0
1204,13167.0,773.0,8716.32,2
1206,12984.0,26.0,366.34,0
1207,15671.0,1697.0,20086.51,1
1208,15179.0,1938.0,21818.1,1
1210,15163.0,186.0,2218.58,0
1211,14482.0,1685.0,16670.03,1
1212,13739.0,54.0,775.62,0
1213,14551.0,1903.0,23798.21,1
1214,17625.0,1198.0,14370.8,1
1215,17010.0,118.0,1409.72,0
1216,12777.0,831.0,12933.12,2
1217,13862.0,1691.0,18764.93,1
1218,17100.0,806.0,9264.75,2
1219,14030.0,1479.0,17571.76,1
1220,15105.0,1211.0,14768.04,1
1221,15132.0,679.0,7841.94,2
1222,16803.0,253.0,2950.17,0
1223,17432.0,207.0,2477.87,0
1224,13531.0,781.0,10769.03,2
1225,13118.0,497.0,6517.3,2
1226,13212.0,309.0,3961.34,0
1227,18127.0,188.0,2284.26,0
1228,15426.0,674.0,8391.39,2
1229,16399.0,246.0,2878.65,0
1231,15988.0,181.0,2017.05,0
1232,15533.0,289.0,3777.35,0
1233,16464.0,962.0,11026.25,2
1234,17738.0,1029.0,12291.31,2
1235,14704.0,1585.0,20011.83,1
1236,15906.0,627.0,8132.32,2
1237,12523.0,860.0,10556.31,2
1239,12597.0,2214.0,25599.78,1
1240,17561.0,146.0,1643.9,0
1242,15465.0,1257.0,20419.63,1
1244,14116.0,707.0,8663.42,2
1245,12702.0,544.0,6977.15,2
1246,14664.0,466.0,5331.01,0
1247,17387.0,542.0,5361.43,0
1248,14881.0,316.0,3500.6,0
1249,14477.0,1970.0,21015.2,1
1250,15919.0,545.0,6132.14,2
1251,12778.0,817.0,9084.33,2
1253,14157.0,284.0,3354.49,0
1254,15963.0,298.0,3536.78,0
1255,16762.0,618.0,7335.45,2
1256,14502.0,1482.0,17718.99,1
1257,13489.0,603.0,6724.07,2
1258,14595.0,978.0,11747.67,2
1259,16506.0,42.0,523.02,0
1260,16784.0,24.0,356.24,0
1261,17555.0,349.0,3998.68,0
1262,14052.0,89.0,1047.99,0
1263,18110.0,86.0,1123.46,0
1265,16212.0,244.0,3088.73,0
1266,13427.0,549.0,6234.22,2
1267,16533.0,612.0,7395.11,2
1268,16710.0,1835.0,21167.72,1
1269,14359.0,371.0,4737.4,0
1270,14553.0,1071.0,13206.05,2
1271,16411.0,132.0,1572.89,0
1272,15745.0,421.0,5250.38,0
1273,14950.0,136.0,1774.34,0
1274,16666.0,240.0,2595.04,0
1275,15850.0,302.0,3316.3,0
1276,14860.0,232.0,2552.6,0
1277,18040.0,148.0,1573.34,0
1278,14984.0,60.0,833.53,0
1279,13565.0,172.0,2009.16,0
1280,17636.0,182.0,1917.16,0
1281,12395.0,2097.0,24180.37,1
1282,17425.0,407.0,4578.12,0
1283,13200.0,513.0,6131.54,2
1284,13832.0,1292.0,17632.22,1
1285,17384.0,88.0,1184.91,0
1286,13142.0,258.0,2959.09,0
1287,14903.0,1536.0,18548.6,1
1288,14150.0,1953.0,27122.37,1
1289,12380.0,1110.0,12159.37,2
1290,13171.0,241.0,2955.2,0
1291,12391.0,300.0,3535.27,0
1292,16293.0,1077.0,13463.78,2
1293,12444.0,1139.0,15868.42,1
1294,12578.0,1182.0,14273.59,1
1295,13962.0,87.0,1065.54,0
1296,17904.0,1008.0,12340.66,2
1297,15088.0,467.0,6020.17,2
1298,15494.0,1148.0,13098.56,2
1299,12603.0,56.0,1202.32,0
1300,17301.0,149.0,1711.09,0
1301,17063.0,770.0,8041.73,2
1302,14434.0,368.0,5179.36,0
1303,12427.0,526.0,6109.77,2
1304,17163.0,66.0,977.04,0
1305,16414.0,27.0,406.15,0
1306,13941.0,2364.0,29471.02,1
1307,16134.0,371.0,4380.34,0
1308,16511.0,413.0,5038.09,0
1309,14641.0,90.0,970.14,0
1310,17159.0,1111.0,12358.18,2
1311,17760.0,239.0,2744.27,0
1313,12618.0,95.0,1114.39,0
1314,18061.0,955.0,11962.8,2
1315,13181.0,612.0,7804.56,2
1317,13117.0,961.0,10889.55,2
1318,18034.0,561.0,6171.34,2
1319,15530.0,950.0,11277.03,2
1321,17286.0,120.0,1378.68,0
1322,14593.0,332.0,3859.26,0
1323,12498.0,156.0,1658.67,0
1324,16924.0,493.0,5571.29,0
1325,15933.0,885.0,10090.56,2
1326,13516.0,1147.0,13748.7,2
1327,14342.0,347.0,4241.74,0
1328,13880.0,1842.0,22000.28,1
1329,17888.0,1269.0,14784.12,1
1330,16463.0,1163.0,13377.9,2
1331,13094.0,1716.0,19570.2,1
1332,17779.0,397.0,4574.08,0
1333,15368.0,230.0,2814.7,0
1334,14285.0,643.0,8901.89,2
1335,14793.0,91.0,1042.78,0
1336,17650.0,207.0,2502.01,0
1337,16279.0,1054.0,11703.85,2
1338,13960.0,142.0,1691.48,0
1339,14820.0,254.0,3133.4,0
1340,16350.0,545.0,6607.09,2
1341,17961.0,560.0,6916.73,2
1342,17621.0,514.0,6681.86,2
1343,17401.0,1.0,14.61,0
1344,16298.0,1073.0,13905.82,2
1345,17078.0,2142.0,26425.94,1
1346,12647.0,1400.0,17209.04,1
1347,12997.0,664.0,8062.98,2
1349,17397.0,254.0,3317.06,0
1350,16531.0,915.0,10653.93,2
1351,16042.0,755.0,8846.3,2
1352,15081.0,282.0,3777.25,0
1355,14508.0,131.0,1619.79,0
1356,12356.0,1690.0,20298.05,1
1357,17147.0,882.0,10796.79,2
1358,15563.0,1441.0,16165.04,1
1359,12539.0,2300.0,29397.31,1
1360,17985.0,183.0,2526.56,0
1361,18221.0,791.0,9175.39,2
1362,14362.0,100.0,1118.52,0
1363,14034.0,423.0,5003.47,0
1364,15435.0,54.0,706.41,0
1365,15983.0,892.0,10653.34,2
1367,17828.0,655.0,7908.45,2
1368,15489.0,608.0,7393.84,2
1369,17330.0,120.0,1602.84,0
1370,13308.0,843.0,10061.61,2
1371,17461.0,799.0,8906.26,2
1372,15124.0,233.0,2577.63,0
1375,16638.0,1255.0,14585.39,1
1376,13028.0,798.0,8616.18,2
1379,16869.0,585.0,6729.27,2
1380,15506.0,848.0,8947.88,2
1381,15657.0,24.0,276.72,0
1382,17095.0,732.0,8952.79,2
1383,14112.0,1651.0,16971.41,1
1385,17080.0,166.0,1996.46,0
1386,13160.0,56.0,668.24,0
1387,17797.0,498.0,5811.59,2
1388,12847.0,909.0,10210.45,2
1389,15864.0,1192.0,14205.02,1
1390,12449.0,1523.0,18993.77,1
1393,17799.0,1756.0,19807.26,1
1394,14416.0,326.0,3719.14,0
1395,15811.0,1173.0,14382.49,1
1396,15287.0,433.0,4877.45,0
1397,16070.0,457.0,5364.74,0
1398,15267.0,964.0,11728.18,2
1399,13828.0,354.0,3921.11,0
1400,13313.0,851.0,8535.44,2
1401,16009.0,378.0,4831.76,0
1402,13138.0,473.0,5834.17,2
1403,14234.0,1463.0,17580.89,1
1404,12445.0,60.0,694.32,0
1405,12406.0,1818.0,21277.63,1
1406,16871.0,1253.0,15485.21,1
1407,15269.0,26.0,685.44,0
1408,15110.0,246.0,3541.96,0
1409,13926.0,104.0,1295.26,0
1410,14840.0,1361.0,18594.28,1
1411,16644.0,1508.0,19640.49,1
1414,13894.0,1076.0,13449.87,2
1415,16855.0,164.0,2017.35,0
1416,13939.0,847.0,9264.45,2
1417,18075.0,1464.0,17681.07,1
1418,13500.0,609.0,7437.54,2
1420,16669.0,878.0,10322.52,2
1421,17368.0,1391.0,16188.15,1
1422,15967.0,211.0,2567.95,0
1423,17198.0,357.0,4273.43,0
1425,13449.0,222.0,2512.68,0
1426,13816.0,265.0,3228.18,0
1427,17549.0,453.0,5922.96,2
1428,16245.0,1017.0,11886.42,2
1430,16008.0,323.0,3254.95,0
1432,14626.0,1403.0,15630.37,1
1433,15584.0,314.0,3639.48,0
1434,17377.0,2076.0,24976.42,1
1435,18246.0,166.0,2311.9,0
1437,16916.0,465.0,5307.44,0
1438,16717.0,1944.0,23386.69,1
1439,15900.0,221.0,2624.89,0
1440,14507.0,600.0,7444.22,2
1441,16469.0,273.0,3409.55,0
1442,17680.0,232.0,2881.62,0
1443,13575.0,449.0,4815.05,0
1444,13285.0,2051.0,21062.03,1
1445,13131.0,447.0,5084.24,0
1447,16085.0,636.0,7525.08,2
1448,13447.0,584.0,7142.8,2
1449,16204.0,231.0,2783.38,0
1450,16999.0,294.0,2843.8,0
1451,17896.0,288.0,3215.52,0
1453,14851.0,325.0,3855.07,0
1454,12910.0,1692.0,18642.1,1
1455,12829.0,409.0,4609.83,0
1456,14898.0,1025.0,11680.8,2
1457,12991.0,405.0,4666.84,0
1458,15051.0,1011.0,11336.14,2
1459,16809.0,1115.0,12002.79,2
1460,12993.0,573.0,6238.36,2
1461,18167.0,382.0,5334.26,0
1463,15432.0,65.0,841.53,0
1465,16804.0,242.0,3006.47,0
1466,18059.0,263.0,3009.71,0
1467,18006.0,220.0,2710.76,0
1468,14948.0,673.0,8026.57,2
1469,15524.0,4.0,492.0,0
1470,16617.0,1634.0,21188.92,1
1471,17391.0,1170.0,15402.14,1
1472,13066.0,322.0,3782.84,0
1473,14715.0,521.0,6204.03,2
1474,17220.0,1905.0,22602.78,1
1475,15720.0,281.0,3456.76,0
1476,14544.0,1584.0,18167.05,1
1477,18181.0,146.0,1888.81,0
1478,13846.0,388.0,4863.36,0
1479,14640.0,886.0,11258.62,2
1480,17357.0,153.0,1965.91,0
1481,12883.0,196.0,2729.83,0
1482,17510.0,214.0,2509.46,0
1483,13455.0,354.0,4466.27,0
1484,14714.0,229.0,2511.35,0
1486,13614.0,570.0,7492.4,2
1487,13735.0,1193.0,15611.4,1
1488,14725.0,593.0,6814.72,2
1489,18043.0,282.0,3427.84,0
1490,14853.0,82.0,1328.0,0
1491,15981.0,1866.0,19071.12,1
1492,16341.0,1398.0,13947.79,2
1493,16423.0,230.0,2650.04,0
1494,15419.0,230.0,2496.96,0
1495,17314.0,1893.0,21975.22,1
1496,15582.0,453.0,5280.48,0
1498,15758.0,419.0,5673.63,0
1499,13632.0,1037.0,12526.99,2
1500,13692.0,1226.0,14090.79,2
1501,17974.0,527.0,6149.72,2
1502,17540.0,294.0,3818.61,0
1503,17777.0,507.0,5829.29,2
1505,12676.0,664.0,7924.15,2
1506,18259.0,714.0,9714.24,2
1507,13058.0,52.0,811.13,0
1508,13236.0,416.0,5026.91,0
1509,14666.0,155.0,1773.02,0
1510,14522.0,525.0,6379.97,2
1511,17564.0,146.0,1961.61,0
1512,17153.0,104.0,1037.41,0
1513,16557.0,111.0,1426.54,0
1514,15955.0,2135.0,23053.72,1
1515,18123.0,594.0,6407.95,2
1516,16588.0,5.0,57.2,0
1517,13410.0,518.0,6337.44,2
1518,15556.0,236.0,2705.6,0
1519,15679.0,1242.0,13173.8,2
1520,12933.0,499.0,5731.26,0
1521,12890.0,259.0,3031.9,0
1522,15329.0,1714.0,22564.44,1
1523,16207.0,237.0,3175.5,0
1524,15058.0,1064.0,12751.17,2
1525,17793.0,232.0,2708.96,0
1526,12374.0,339.0,4112.9,0
1527,14530.0,1457.0,17931.72,1
1529,13549.0,458.0,5410.69,0
1530,16519.0,53.0,761.57,0
1531,15660.0,1050.0,11127.3,2
1532,14862.0,772.0,8594.92,2
1533,18211.0,359.0,4294.24,0
1534,15203.0,1797.0,17326.65,1
1536,15365.0,1084.0,12625.24,2
1537,12689.0,622.0,6936.96,2
1538,17663.0,1362.0,16665.06,1
1539,18263.0,1468.0,16046.56,1
1540,14494.0,116.0,1352.92,0
1541,14902.0,218.0,2513.54,0
1543,15291.0,2172.0,27347.52,1
1544,16936.0,173.0,1993.49,0
1545,12938.0,140.0,1552.1,0
1546,15168.0,52.0,642.32,0
1547,14684.0,941.0,11131.87,2
1548,17658.0,616.0,6923.96,2
1549,17538.0,135.0,1485.32,0
1550,18082.0,621.0,7027.91,2
1551,18117.0,617.0,6651.45,2
1552,15863.0,19.0,259.09,0
1554,17081.0,78.0,1096.87,0
1555,15458.0,156.0,1764.6,0
1557,17044.0,504.0,6139.68,2
1558,15532.0,519.0,6929.54,2
1559,15781.0,180.0,2136.97,0
1560,14953.0,225.0,2559.75,0
1561,12642.0,546.0,6485.52,2
1562,16504.0,684.0,8140.25,2
1563,13577.0,791.0,7924.89,2
1564,13835.0,837.0,10333.31,2
1565,17235.0,224.0,2629.16,0
1566,16478.0,224.0,2635.08,0
1567,15050.0,1222.0,14339.0,1
1568,15681.0,1809.0,22827.63,1
1570,14784.0,237.0,2726.44,0
1571,13947.0,617.0,9025.62,2
1572,16560.0,504.0,5778.89,0
1573,17973.0,726.0,9069.08,2
1574,14487.0,735.0,8685.27,2
1575,16416.0,672.0,7695.68,2
1576,12865.0,925.0,11087.98,2
1577,16571.0,1239.0,14156.98,2
1578,14382.0,1237.0,13115.53,2
1579,14044.0,307.0,3606.45,0
1580,17287.0,559.0,6819.96,2
1581,17720.0,576.0,7129.75,2
1582,16898.0,419.0,4755.11,0
1583,17211.0,1323.0,16226.96,1
1584,15429.0,380.0,4302.57,0
1585,15787.0,949.0,11783.75,2
1586,14661.0,35.0,469.36,0
1587,12934.0,4.0,45.3,0
1588,17838.0,1879.0,22563.93,1
1589,17041.0,951.0,10378.02,2
1590,17790.0,836.0,10582.67,2
1591,15599.0,1134.0,13786.64,2
1592,13892.0,998.0,10979.14,2
1593,13450.0,1982.0,22410.28,1
1594,13170.0,147.0,1625.47,0
1595,13984.0,679.0,7904.62,2
1596,14882.0,158.0,2223.56,0
1597,13700.0,2304.0,25936.34,1
1598,14499.0,501.0,5820.83,2
1599,13379.0,601.0,6514.1,2
1600,16726.0,977.0,11430.31,2
1601,15449.0,812.0,9140.09,2
1602,15411.0,530.0,6677.96,2
1603,13146.0,154.0,1813.01,0
1605,14227.0,1820.0,18533.82,1
1606,13603.0,499.0,6386.03,2
1608,18069.0,1311.0,15058.35,1
1609,16930.0,343.0,3906.35,0
1611,16720.0,183.0,1711.1,0
1612,15875.0,1358.0,18013.59,1
1613,12712.0,970.0,13565.77,2
1614,17088.0,887.0,10485.44,2
1615,14748.0,2147.0,26851.64,1
1617,14226.0,1308.0,15696.76,1
1618,12900.0,7.0,95.1,0
1619,12589.0,302.0,3684.56,0
1620,16386.0,597.0,7708.57,2
1621,13895.0,1365.0,16528.52,1
1622,17191.0,1167.0,14077.28,2
1623,16912.0,1029.0,12505.13,2
1624,17052.0,1822.0,21989.58,1
1625,12384.0,119.0,1575.27,0
1626,17054.0,1081.0,13544.14,2
1627,15557.0,219.0,2729.96,0
1628,13810.0,307.0,3994.81,0
1629,12697.0,503.0,5842.76,2
1630,14789.0,116.0,1391.6,0
1631,13727.0,162.0,2002.15,0
1632,14035.0,738.0,8999.03,2
1633,12600.0,713.0,8730.21,2
1634,17295.0,294.0,3499.32,0
1635,17015.0,1981.0,22193.09,1
1636,15759.0,273.0,3194.03,0
1637,17162.0,1002.0,11913.9,2
1638,18209.0,58.0,737.04,0
1640,14662.0,602.0,6900.37,2
1641,14543.0,675.0,10598.96,2
1642,15608.0,714.0,8379.73,2
1644,16671.0,875.0,10703.8,2
1645,12685.0,1507.0,16981.07,1
1646,16460.0,879.0,9837.71,2
1647,12517.0,1372.0,15772.09,1
1648,16433.0,106.0,1275.26,0
1649,15692.0,138.0,1610.34,0
1650,16332.0,801.0,9842.49,2
1651,12480.0,1685.0,20048.2,1
1652,13557.0,546.0,6195.0,2
1653,18014.0,67.0,831.12,0
1654,13732.0,498.0,5607.86,0
1655,13091.0,588.0,6803.04,2
1656,17071.0,1197.0,14394.3,1
1657,12691.0,388.0,4927.3,0
1658,17069.0,1506.0,16518.63,1
1659,17925.0,75.0,1023.72,0
1660,13310.0,587.0,7176.29,2
1662,13396.0,967.0,12485.63,2
1663,17977.0,355.0,3948.56,0
1665,17901.0,418.0,5450.5,0
1666,16907.0,298.0,4060.25,0
1667,12649.0,670.0,7796.43,2
1668,17601.0,131.0,1547.64,0
1669,17059.0,1853.0,20369.99,1
1670,15184.0,954.0,10775.8,2
1671,14466.0,1006.0,12639.72,2
1672,16434.0,767.0,9421.2,2
1673,16791.0,762.0,9370.21,2
1674,12541.0,1018.0,12556.41,2
1675,18236.0,403.0,4974.89,0
1677,12708.0,1292.0,15745.64,1
1678,16003.0,1185.0,16975.56,1
1679,16218.0,2088.0,19895.62,1
1680,17197.0,191.0,2995.94,0
1681,13983.0,1183.0,14792.97,1
1682,16025.0,338.0,3914.82,0
1683,12659.0,104.0,1141.6,0
1684,16986.0,1040.0,6287.6,2
1685,12981.0,242.0,2742.46,0
1686,17791.0,46.0,520.47,0
1687,15452.0,283.0,3392.81,0
1688,18125.0,804.0,9364.23,2
1689,16628.0,1205.0,13197.69,2
1691,15463.0,106.0,1215.5,0
1692,14712.0,315.0,4168.52,0
1693,17573.0,308.0,3547.27,0
1694,16743.0,2047.0,23266.12,1
1695,14064.0,1788.0,19708.96,1
1696,18217.0,491.0,5669.26,0
1697,12844.0,125.0,1615.17,0
1698,12599.0,948.0,10627.58,2
1699,15355.0,38.0,630.81,0
1700,15289.0,1008.0,11295.24,2
1701,15238.0,708.0,8385.61,2
1702,12617.0,688.0,8554.68,2
1703,14863.0,132.0,1626.48,0
1704,15677.0,323.0,4002.1,0
1705,16903.0,262.0,2962.56,0
1706,16126.0,2125.0,28222.56,1
1707,14829.0,452.0,5162.87,0
1708,16696.0,1191.0,15107.0,1
1709,15111.0,710.0,8883.16,2
1710,17109.0,589.0,6943.72,2
1711,12538.0,191.0,2330.82,0
1712,13460.0,298.0,3252.92,0
1713,13606.0,279.0,3147.12,0
1714,13817.0,208.0,2345.98,0
1715,18135.0,349.0,4275.82,0
1716,17932.0,789.0,9265.61,2
1717,14765.0,135.0,1644.08,0
1718,13046.0,264.0,3327.83,0
1719,13029.0,134.0,2470.7,0
1722,14108.0,381.0,4517.87,0
1723,14240.0,418.0,5196.67,0
1724,17867.0,543.0,6765.76,2
1725,14284.0,161.0,2260.37,0
1726,18274.0,88.0,1082.32,0
1727,16880.0,753.0,9145.21,2
1728,15450.0,469.0,5580.77,0
1729,16205.0,513.0,5655.55,0
1731,15027.0,567.0,6730.35,2
1732,14214.0,1220.0,14696.08,1
1733,16751.0,1031.0,11306.14,2
1736,13623.0,294.0,3767.28,0
1737,16041.0,1584.0,19484.76,1
1738,14691.0,707.0,8869.15,2
1739,13804.0,1498.0,18055.27,1
1740,12893.0,96.0,1090.03,0
1741,14188.0,1163.0,9871.91,2
1742,14921.0,953.0,11116.03,2
1743,17011.0,186.0,2184.04,0
1744,12532.0,276.0,3755.8,0
1745,17038.0,760.0,11033.83,2
1746,14968.0,127.0,1415.87,0
1747,15485.0,1282.0,15631.58,1
1748,16516.0,58.0,698.8,0
1750,13522.0,44.0,579.96,0
1751,15986.0,268.0,2919.48,0
1752,17690.0,1773.0,24757.11,1
1753,13992.0,67.0,772.66,0
1754,16953.0,10.0,61.9,0
1755,17702.0,1353.0,11490.91,2
1756,16996.0,560.0,6622.59,2
1757,15177.0,1033.0,13012.02,2
1758,15763.0,271.0,3822.52,0
1759,17176.0,1570.0,19995.95,1
1760,15138.0,696.0,10110.26,2
1761,15103.0,329.0,4092.73,0
1762,18216.0,200.0,2543.58,0
1763,15950.0,1706.0,20503.53,1
1764,17967.0,741.0,10206.83,2
1765,17886.0,481.0,5839.59,2
1766,17964.0,301.0,3519.16,0
1767,16618.0,1363.0,16684.42,1
1768,15153.0,198.0,2366.92,0
1769,14360.0,1151.0,13488.42,2
1770,16639.0,510.0,6214.72,2
1771,13272.0,96.0,1267.48,0
1772,13867.0,513.0,5924.85,2
1773,13710.0,176.0,1988.72,0
1775,16732.0,317.0,3867.97,0
1776,14050.0,689.0,7428.4,2
1777,13329.0,463.0,5553.78,0
1778,17219.0,89.0,1023.12,0
1779,15573.0,362.0,4300.85,0
1781,13381.0,2029.0,24527.7,1
1782,17289.0,520.0,6204.55,2
1783,12721.0,1944.0,21697.39,1
1784,16505.0,576.0,6701.76,2
1785,15957.0,221.0,2536.15,0
1786,12057.0,358.0,4816.81,0
1787,14524.0,676.0,8688.12,2
1788,17637.0,284.0,3487.59,0
1789,12990.0,200.0,1358.8,0
1790,13975.0,1732.0,19502.15,1
1791,15356.0,1673.0,18245.65,1
1792,15406.0,254.0,2853.31,0
1793,17633.0,649.0,7179.11,2
1795,14084.0,3.0,48.53,0
1796,12849.0,605.0,7260.62,2
1797,17515.0,301.0,3842.67,0
1799,15043.0,300.0,2416.0,0
1800,13695.0,1599.0,18894.39,1
1801,13110.0,388.0,5483.84,0
1802,12130.0,5.0,63.56,0
1803,18177.0,710.0,5636.93,0
1804,16863.0,409.0,4707.46,0
1805,13643.0,276.0,2573.45,0
1806,17313.0,1402.0,16757.32,1
1807,16284.0,544.0,6401.74,2
1808,17022.0,108.0,1118.02,0
1809,14387.0,819.0,9804.53,2
1810,15493.0,645.0,8937.0,2
1811,13097.0,2345.0,30084.1,1
1813,16053.0,1793.0,19059.82,1
1814,17158.0,778.0,9272.69,2
1815,18016.0,1029.0,11832.74,2
1816,17623.0,265.0,3256.0,0
1817,17761.0,398.0,4809.78,0
